record_name,field_name,type,required_for_mark,required_for_research_grade,required_for_live_equivalence,simulation_level,measurement_grade,temporal_class,clock_domain,source_owner,nullable,quality_rule,notes,wall_clock_ms,monotonic_process_ms,chain_slot,block_time,stream_observed_ms,rpc_observed_ms,decision_ts_ms,submit_ts_ms,landing_ts_ms
shadow_v2_burnin_config_v1,max_verdict_without_live_calibration,string,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must equal SHADOW_V2_RESEARCH_GRADE_ONLY,PR14 boundary,true,false,false,false,false,false,false,false,false
shadow_v2_validation_burnin_plan_v1,schema,string,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must equal shadow_v2_validation_burnin_plan_v1,PR12 plan schema,true,false,false,false,false,false,false,false,false
shadow_v2_validation_burnin_plan_v1,plan_status,enum,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must equal PLAN_ONLY,no run start,true,false,false,false,false,false,false,false,false
shadow_v2_validation_burnin_plan_v1,validation_mode,enum,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must equal FIDELITY_ONLY,no strategy proof,true,false,false,false,false,false,false,false,false
shadow_v2_validation_burnin_plan_v1,run_start_allowed,bool,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must be false,operator approval required,true,false,false,false,false,false,false,false,false
shadow_v2_validation_burnin_plan_v1,required_path_modes,list,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must include dense standard long modes,path coverage contract,true,false,false,false,false,false,false,false,false
shadow_v2_validation_burnin_plan_v1,required_horizons_ms,list,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must include 2s 3s 120s 300s 500s,horizon contract,true,false,false,false,false,false,false,false,false
shadow_v2_validation_burnin_plan_v1,required_research_grade_gates,list,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must include reconstruction reconciliation temporal density fixture manifest gates,PR12 gate contract,true,false,false,false,false,false,false,false,false
shadow_v2_validation_burnin_plan_v1,forbidden_proof_types,list,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must include strategy RCE selector edge runtime live-equivalence proof,overclaim guard,true,false,false,false,false,false,false,false,false
shadow_v2_validation_burnin_plan_audit_v1,status,enum,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,manifest_auditor,false,PASS or BLOCKED,PR12 audit result,true,false,false,false,false,false,false,false,false
shadow_v2_validation_burnin_plan_audit_v1,blockers,list,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,manifest_auditor,false,must be empty for pass,PR12 audit blockers,true,false,false,false,false,false,false,false,false
shadow_v2_legacy_downgrade_audit_v1,status,enum,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,manifest_auditor,false,PASS or BLOCKED,PR13 audit result,true,false,false,false,false,false,false,false,false
shadow_v2_legacy_downgrade_audit_v1,labels,json_object,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,manifest_auditor,false,must include required report families,legacy downgrade labels,true,false,false,false,false,false,false,false,false
shadow_v2_legacy_downgrade_audit_v1,v1_live_equivalent_allowed,bool,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,manifest_auditor,false,must be false,legacy live-equivalence guard,true,false,false,false,false,false,false,false,false
